"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"plyr","plyr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.8.4",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, testthat, tcltk, foreach, doParallel, itertools,
iterators, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"png","png","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-7",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"PoissonSeq","PoissonSeq","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.2",NA,"R(>= 2.10),combinat,splines",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.6.1"
"polspline","polspline","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.17",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"polyclip","polyclip","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.10-0",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","3.6.1"
"polynom","polynom","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4-0",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"prabclus","prabclus","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.3-1",NA,"R (>= 2.10), MASS, mclust",NA,NA,"spdep, spatialreg, bootstrap, maptools, foreign, mvtnorm",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"pracma","pracma","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.2.5",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"praise","praise","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"PresenceAbsence","PresenceAbsence","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.9",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,NA,"3.6.1"
"prettyunits","prettyunits","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.2",NA,NA,"magrittr, assertthat, methods",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"pROC","pROC","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.15.3",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"processx","processx","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.4.1",NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"prodlim","prodlim","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2019.10.13",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"profileModel","profileModel","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6.0",NA,"R (>= 2.6.0)",NA,NA,"MASS, gnm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"progress","progress","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"promises","promises","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"proto","proto","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.0",NA,NA,NA,NA,"testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"proxy","proxy","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-23",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"pryr","pryr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.4",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0)","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"ps","ps","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.0",NA,"R (>= 3.1)","utils",NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"pscl","pscl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5.2",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"pspline","pspline","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-18",NA,"R (>= 2.0.0), stats, graphics",NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,"yes","3.6.1"
"psych","psych","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.8.12",NA,"R (>= 2.10)","mnormt,parallel,stats,graphics,grDevices,methods,foreign,lattice,nlme",NA,"GPArotation, lavaan, sem, lme4,Rcsdp, graph, Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"pulsar","pulsar","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.6",NA,"R (>= 3.2.0)","methods, parallel, graphics, stats, utils, tools, Matrix",NA,"batchtools (>= 0.9.10), fs (>= 1.2.2), checkmate (>= 1.8.5),
orca, huge, MASS, QUIC, glmnet, network, cluster, testthat,
knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"purrr","purrr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.3",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"pvclust","pvclust","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0-0",NA,"R (>= 2.10.0)",NA,NA,"MASS, parallel",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"qgraph","qgraph","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.6.3",NA,"R (>= 3.0.0)","Rcpp (>= 1.0.0), methods, grDevices, psych, lavaan, plyr,
Hmisc, igraph, jpeg, png, colorspace, Matrix, corpcor,
reshape2, ggplot2, glasso, huge, fdrtool, d3Network, ggm,
gtools, BDgraph, parallel, pbapply, abind","Rcpp","sendplot",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"qrnn","qrnn","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0.5",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"quadprog","quadprog","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5-7",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"quantmod","quantmod","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-15",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl",NA,"DBI,RMySQL,RSQLite,timeSeries,XML,downloader,jsonlite(>= 1.1)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"quantreg","quantreg","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","5.52",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"questionr","questionr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.7.0",NA,"R (>= 2.10)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.0.0)",NA,"memisc, testthat, roxygen2, dplyr, tidyr, janitor, forcats,
knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"R.cache","R.cache","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.13.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0), R.utils (>=
2.6.0), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"R.matlab","R.matlab","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.2",NA,"R (>= 2.14.0)","methods, utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0),
R.utils (>= 2.5.0)",NA,"Matrix, SparseM",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"R.methodsS3","R.methodsS3","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7.1",NA,"R (>= 2.13.0)","utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"R.oo","R.oo","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.23.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"R.rsp","R.rsp","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.43.2",NA,"R (>= 2.14.0)","methods, stats, tools, utils, R.methodsS3 (>= 1.7.1), R.oo (>=
1.22.0), R.utils, R.cache (>= 0.13.0), digest (>= 0.6.13)",NA,"tcltk, markdown (>= 0.8), knitr (>= 1.9), R.devices (>=
2.15.1), base64enc (>= 0.1-2)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"R.utils","R.utils","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.9.0",NA,"R (>= 2.14.0), R.oo (>= 1.22.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)",NA,"digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"R6","R6","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.4.0",NA,"R (>= 3.0)",NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"randomForest","randomForest","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.6-14",NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"randomForestSRC","randomForestSRC","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.9.1",NA,"R (>= 3.5.0),","parallel",NA,"survival, pec, prodlim, mlbench, akima, caret, imbalance",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"ranger","ranger","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.11.2",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"RANN","RANN","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.6.1",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"raster","raster","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.0-7",NA,"sp (>= 1.2-0), R (>= 3.0.0)","Rcpp, methods","Rcpp","rgdal (>= 0.9-1), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"RCircos","RCircos","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.1",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"rcmdcheck","rcmdcheck","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.3",NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"RColorBrewer","RColorBrewer","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1-2",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","3.6.1"
"Rcpp","Rcpp","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.3",NA,"R (>= 3.0.0)","methods, utils",NA,"RUnit, inline, rbenchmark, knitr, rmarkdown, pinp, pkgKitten
(>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"RcppArmadillo","RcppArmadillo","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9.800.1.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix, pkgKitten, reticulate, rmarkdown, knitr,
pinp, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"RcppEigen","RcppEigen","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.3.5.0",NA,"R (>= 2.15.1)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, RUnit, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"RcppGSL","RcppGSL","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.7",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","tinytest, inline",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"RcppProgress","RcppProgress","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.1",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"RcppRoll","RcppRoll","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.0",NA,"R (>= 2.15.1)","Rcpp","Rcpp","zoo, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"RCurl","RCurl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.95-4.12",NA,"R (>= 3.0.0), methods, bitops",NA,NA,"Rcompression, XML",NA,"BSD",NA,NA,NA,NA,"yes","3.6.1"
"Rdpack","Rdpack","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.11-0",NA,"R (>= 2.15.0), methods","tools, utils, grDevices, bibtex (>= 0.4.0), gbRd",NA,"testthat, rstudioapi, rprojroot",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"readbitmap","readbitmap","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.5",NA,NA,"bmp, jpeg, png, tiff",NA,"pixmap, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"readr","readr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.1",NA,"R (>= 3.1)","Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr, spelling",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"readxl","readxl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.1",NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"recipes","recipes","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.7",NA,"R (>= 3.1), dplyr","generics, glue, gower, ipred, lubridate, magrittr, Matrix,
purrr (>= 0.2.3), rlang (>= 0.4.0), stats, tibble, tidyr (>=
0.8.3), tidyselect (>= 0.2.5), timeDate, utils, withr",NA,"covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, pls, RANN, RcppRoll, rmarkdown, rpart, rsample,
RSpectra, testthat (>= 2.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"registry","registry","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"rematch","rematch","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"rematch2","rematch2","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.1.0",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"remotes","remotes","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.1.0",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"rentrez","rentrez","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.2",NA,"R (>= 2.6.0)","XML, httr (>= 0.5), jsonlite (>= 0.9)",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"reprex","reprex","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.0",NA,"R (>= 3.1)","callr (>= 2.0.0), clipr (>= 0.4.0), fs, rlang, rmarkdown,
utils, whisker, withr",NA,"covr, devtools, fortunes, knitr, miniUI, rprojroot,
rstudioapi, shiny, styler (>= 1.0.2), testthat (>= 2.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"resample","resample","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4",NA,"R (>= 3.1.0), graphics, stats",NA,NA,"splus2R",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"reshape","reshape","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.8.8",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"reshape2","reshape2","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4.3",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"reticulate","reticulate","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.13",NA,"R (>= 3.0)","utils, graphics, jsonlite, Rcpp (>= 0.12.7), Matrix","Rcpp","testthat, knitr, callr, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","3.6.1"
"rex","rex","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.2",NA,NA,"magrittr, lazyeval",NA,"testthat, knitr, rmarkdown, dplyr, ggplot2, Hmisc, stringr,
rvest, roxygen2, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"RGCCA","RGCCA","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.1.2",NA,NA,"MASS, Deriv",NA,"knitr, rmarkdown, ggplot2",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"rgexf","rgexf","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.15.3",NA,"XML, Rook, igraph",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"rgl","rgl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.100.30",NA,"R (>= 3.2.0)","graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d,
rstudioapi, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d",NA,"GPL",NA,NA,NA,NA,"yes","3.6.1"
"RInside","RInside","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.15",NA,"R (>= 2.10.0)","Rcpp (>= 0.11.0)","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"rio","rio","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.5.16",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.0), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, csvy,
feather, fst, hexView, jsonlite, readODS (>= 1.6.4), readr,
rmatio, xml2 (>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"ritis","ritis","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.8.0",NA,NA,"solrium (>= 1.1.0), crul (>= 0.4.0), jsonlite (>= 1.5),
data.table (>= 1.9.6), tibble (>= 1.3.4)",NA,"roxygen2 (>= 6.1.1), knitr, testthat, webmockr, vcr (>=
0.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"RItools","RItools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-17",NA,"R (>= 2.2.0), SparseM","grDevices, abind, xtable, svd, stats, graphics, methods,
survival",NA,"testthat, roxygen2, MASS, RSVGTipsDevice","optmatch","GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"rJava","rJava","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9-11",NA,"R (>= 2.5.0), methods",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"rjson","rjson","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.20",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"RJSONIO","RJSONIO","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3-1.3",NA,NA,"methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"rlang","rlang","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.1",NA,"R (>= 3.2.0)",NA,NA,"cli, covr, crayon, magrittr, methods, pillar, rmarkdown,
testthat (>= 2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"rlecuyer","rlecuyer","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3-4",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"rmarkdown","rmarkdown","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.16",NA,"R (>= 3.0)","tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), base64enc, jsonlite, mime, tinytex
(>= 0.11), xfun, methods, stringr (>= 1.2.0)",NA,"shiny (>= 0.11), tufte, testthat, digest, dygraphs, tibble,
fs, pkgdown, callr (>= 2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"rmeta","rmeta","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.0",NA,NA,"grid, stats, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"Rmpi","Rmpi","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6-9",NA,"R (>= 2.15.1)","parallel",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"rms","rms","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","5.1-3.1",NA,"Hmisc (>= 4.1-1), survival (>= 2.40-1), lattice, ggplot2 (>=
2.2), SparseM","methods, quantreg, rpart, nlme (>= 3.1-123), polspline,
multcomp, htmlTable (>= 1.11.0), htmltools",NA,"boot, tcltk, plotly (>= 4.5.6)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"RMTstat","RMTstat","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"rncl","rncl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.8.3",NA,"R (>= 3.1.1)","Rcpp (>= 0.11.0), progress (>= 1.1.2), stats","Rcpp, progress","testthat, ape",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
